Date,Adj Close ^KLSE,Close ^KLSE,High ^KLSE,Low ^KLSE,Open ^KLSE,Volume ^KLSE,date,close
2023-02-15,1488.18994140625,1488.18994140625,1488.18994140625,1478.31005859375,1482.800048828125,95417000,2023-02-15,1488.18994140625
2023-02-16,1484.260009765625,1484.260009765625,1494.5400390625,1483.5400390625,1487.8399658203125,128062600,2023-02-16,1484.260009765625
2023-02-17,1476.9000244140625,1476.9000244140625,1484.760009765625,1473.1500244140625,1484.030029296875,153358600,2023-02-17,1476.9000244140625
2023-02-20,1473.4599609375,1473.4599609375,1477.47998046875,1471.0699462890625,1474.25,160268400,2023-02-20,1473.4599609375
2023-02-21,1474.010009765625,1474.010009765625,1477.3599853515625,1471.8499755859375,1474.1099853515625,94234300,2023-02-21,1474.010009765625
2023-02-22,1464.0,1464.0,1473.22998046875,1462.5999755859375,1472.489990234375,142969300,2023-02-22,1464.0
2023-02-23,1457.6500244140625,1457.6500244140625,1467.6300048828125,1456.300048828125,1464.5799560546875,138265300,2023-02-23,1457.6500244140625
2023-02-24,1456.800048828125,1456.800048828125,1460.18994140625,1448.0899658203125,1458.6600341796875,166737000,2023-02-24,1456.800048828125
2023-02-27,1455.5,1455.5,1458.1800537109375,1447.550048828125,1456.0400390625,173142300,2023-02-27,1455.5
2023-02-28,1454.18994140625,1454.18994140625,1458.969970703125,1452.4300537109375,1456.489990234375,246842100,2023-02-28,1454.18994140625
2023-03-01,1450.199951171875,1450.199951171875,1454.3800048828125,1444.3900146484375,1454.3800048828125,137107700,2023-03-01,1450.199951171875
2023-03-02,1455.489990234375,1455.489990234375,1457.02001953125,1447.06005859375,1451.3399658203125,103775800,2023-03-02,1455.489990234375
2023-03-03,1453.550048828125,1453.550048828125,1457.780029296875,1452.6199951171875,1457.780029296875,101759100,2023-03-03,1453.550048828125
2023-03-06,1452.6800537109375,1452.6800537109375,1460.97998046875,1452.1199951171875,1458.77001953125,97343200,2023-03-06,1452.6800537109375
2023-03-07,1458.6700439453125,1458.6700439453125,1461.4200439453125,1452.6400146484375,1453.969970703125,114286600,2023-03-07,1458.6700439453125
2023-03-08,1454.6600341796875,1454.6600341796875,1458.6300048828125,1451.0799560546875,1455.469970703125,116583700,2023-03-08,1454.6600341796875
2023-03-09,1449.530029296875,1449.530029296875,1455.1199951171875,1448.449951171875,1454.8199462890625,112442800,2023-03-09,1449.530029296875
2023-03-10,1433.0799560546875,1433.0799560546875,1445.800048828125,1433.0799560546875,1445.800048828125,118232000,2023-03-10,1433.0799560546875
2023-03-13,1421.8299560546875,1421.8299560546875,1423.6600341796875,1409.9300537109375,1419.4200439453125,130371500,2023-03-13,1421.8299560546875
2023-03-14,1393.8299560546875,1393.8299560546875,1416.9599609375,1393.8299560546875,1416.9599609375,208134800,2023-03-14,1393.8299560546875
2023-03-15,1403.9300537109375,1403.9300537109375,1406.5699462890625,1399.800048828125,1400.0999755859375,158859400,2023-03-15,1403.9300537109375
2023-03-16,1391.5999755859375,1391.5999755859375,1403.9300537109375,1391.0400390625,1400.8199462890625,123798800,2023-03-16,1391.5999755859375
2023-03-17,1411.72998046875,1411.72998046875,1416.9200439453125,1397.22998046875,1397.280029296875,281587900,2023-03-17,1411.72998046875
2023-03-20,1401.81005859375,1401.81005859375,1408.52001953125,1400.489990234375,1408.1800537109375,95554800,2023-03-20,1401.81005859375
2023-03-21,1406.550048828125,1406.550048828125,1412.81005859375,1403.9599609375,1407.1600341796875,89710500,2023-03-21,1406.550048828125
2023-03-22,1412.0400390625,1412.0400390625,1413.52001953125,1406.510009765625,1408.5999755859375,104359400,2023-03-22,1412.0400390625
2023-03-23,1410.97998046875,1410.97998046875,1410.97998046875,1403.550048828125,1406.969970703125,106373400,2023-03-23,1410.97998046875
