Date,Adj Close 1066.KL,Close 1066.KL,High 1066.KL,Low 1066.KL,Open 1066.KL,Volume 1066.KL,date,close
2024-10-01,5.59585428237915,6.21999979019165,6.21999979019165,6.150000095367432,6.190000057220459,2756800,2024-10-01,5.59585428237915
2024-10-02,5.49689245223999,6.110000133514404,6.190000057220459,6.099999904632568,6.190000057220459,3786800,2024-10-02,5.49689245223999
2024-10-03,5.532878398895264,6.150000095367432,6.170000076293945,6.099999904632568,6.119999885559082,5762500,2024-10-03,5.532878398895264
2024-10-04,5.568864822387695,6.190000057220459,6.190000057220459,6.150000095367432,6.150000095367432,5128900,2024-10-04,5.568864822387695
2024-10-07,5.54187536239624,6.159999847412109,6.199999809265137,6.139999866485596,6.190000057220459,6860500,2024-10-07,5.54187536239624
2024-10-08,5.577861309051514,6.199999809265137,6.230000019073486,6.150000095367432,6.150000095367432,6163600,2024-10-08,5.577861309051514
2024-10-09,5.577861309051514,6.199999809265137,6.21999979019165,6.199999809265137,6.199999809265137,2910600,2024-10-09,5.577861309051514
2024-10-10,5.59585428237915,6.21999979019165,6.230000019073486,6.199999809265137,6.210000038146973,4232500,2024-10-10,5.59585428237915
2024-10-11,5.622844219207764,6.25,6.25,6.21999979019165,6.230000019073486,6309300,2024-10-11,5.622844219207764
2024-10-14,5.6408371925354,6.269999980926514,6.28000020980835,6.25,6.25,2534800,2024-10-14,5.6408371925354
2024-10-15,5.649834156036377,6.28000020980835,6.289999961853027,6.260000228881836,6.269999980926514,5321200,2024-10-15,5.649834156036377
2024-10-16,5.658830165863037,6.289999961853027,6.289999961853027,6.269999980926514,6.28000020980835,8393100,2024-10-16,5.658830165863037
2024-10-17,5.8297648429870605,6.480000019073486,6.489999771118164,6.28000020980835,6.289999961853027,25986400,2024-10-17,5.8297648429870605
2024-10-18,5.775785446166992,6.420000076293945,6.460000038146973,6.400000095367432,6.460000038146973,5695800,2024-10-18,5.775785446166992
2024-10-21,5.766788482666016,6.409999847412109,6.440000057220459,6.360000133514404,6.380000114440918,6849600,2024-10-21,5.766788482666016
2024-10-22,5.766788482666016,6.409999847412109,6.420000076293945,6.389999866485596,6.409999847412109,7055300,2024-10-22,5.766788482666016
2024-10-23,5.838761329650879,6.489999771118164,6.53000020980835,6.389999866485596,6.420000076293945,11972100,2024-10-23,5.838761329650879
2024-10-24,5.8027753829956055,6.449999809265137,6.489999771118164,6.440000057220459,6.489999771118164,10096400,2024-10-24,5.8027753829956055
2024-10-25,5.766788482666016,6.409999847412109,6.480000019073486,6.409999847412109,6.480000019073486,8756200,2024-10-25,5.766788482666016
2024-10-28,5.721806526184082,6.360000133514404,6.460000038146973,6.329999923706055,6.409999847412109,5841500,2024-10-28,5.721806526184082
2024-10-29,5.766788482666016,6.409999847412109,6.420000076293945,6.360000133514404,6.369999885559082,8537900,2024-10-29,5.766788482666016
2024-10-30,5.766788482666016,6.409999847412109,6.429999828338623,6.389999866485596,6.409999847412109,11584000,2024-10-30,5.766788482666016
2024-11-01,5.748795509338379,6.389999866485596,6.429999828338623,6.340000152587891,6.400000095367432,6590000,2024-11-01,5.748795509338379
2024-11-04,5.766788482666016,6.409999847412109,6.449999809265137,6.389999866485596,6.389999866485596,2388100,2024-11-04,5.766788482666016
2024-11-05,5.8027753829956055,6.449999809265137,6.449999809265137,6.400000095367432,6.409999847412109,6473800,2024-11-05,5.8027753829956055
2024-11-06,5.793778419494629,6.440000057220459,6.46999979019165,6.429999828338623,6.440000057220459,4513500,2024-11-06,5.793778419494629
2024-11-07,5.838761329650879,6.489999771118164,6.53000020980835,6.429999828338623,6.460000038146973,3488000,2024-11-07,5.838761329650879
2024-11-08,5.8027753829956055,6.449999809265137,6.5,6.449999809265137,6.5,4912300,2024-11-08,5.8027753829956055
2024-11-11,5.748795509338379,6.389999866485596,6.480000019073486,6.369999885559082,6.449999809265137,2771300,2024-11-11,5.748795509338379
2024-11-12,5.739799499511719,6.380000114440918,6.429999828338623,6.369999885559082,6.389999866485596,1826200,2024-11-12,5.739799499511719
2024-11-13,5.8027753829956055,6.449999809265137,6.449999809265137,6.380000114440918,6.400000095367432,2520500,2024-11-13,5.8027753829956055
2024-11-14,5.7577924728393555,6.400000095367432,6.449999809265137,6.360000133514404,6.449999809265137,5826600,2024-11-14,5.7577924728393555
2024-11-15,5.8027753829956055,6.449999809265137,6.46999979019165,6.360000133514404,6.400000095367432,12785500,2024-11-15,5.8027753829956055
2024-11-18,5.8297648429870605,6.480000019073486,6.539999961853027,6.389999866485596,6.440000057220459,7381100,2024-11-18,5.8297648429870605
2024-11-19,5.838761329650879,6.489999771118164,6.519999980926514,6.460000038146973,6.480000019073486,5172900,2024-11-19,5.838761329650879
2024-11-20,5.847757816314697,6.5,6.519999980926514,6.480000019073486,6.5,6652700,2024-11-20,5.847757816314697
2024-11-21,5.838761329650879,6.489999771118164,6.519999980926514,6.480000019073486,6.5,3498800,2024-11-21,5.838761329650879
2024-11-22,5.847757816314697,6.5,6.510000228881836,6.489999771118164,6.5,3437500,2024-11-22,5.847757816314697
2024-11-25,5.946720600128174,6.610000133514404,6.630000114440918,6.460000038146973,6.5,12083500,2024-11-25,5.946720600128174
2024-11-26,6.000699043273926,6.670000076293945,6.679999828338623,6.570000171661377,6.610000133514404,5741200,2024-11-26,6.000699043273926
2024-11-27,6.099661350250244,6.78000020980835,6.829999923706055,6.679999828338623,6.679999828338623,12429200,2024-11-27,6.099661350250244
2024-11-28,6.000699043273926,6.670000076293945,6.760000228881836,6.619999885559082,6.760000228881836,22842800,2024-11-28,6.000699043273926
2024-11-29,6.081667900085449,6.760000228881836,6.789999961853027,6.579999923706055,6.650000095367432,17010400,2024-11-29,6.081667900085449
2024-12-02,5.901736736297607,6.559999942779541,6.710000038146973,6.559999942779541,6.699999809265137,11914800,2024-12-02,5.901736736297607
2024-12-03,5.865751266479492,6.519999980926514,6.570000171661377,6.480000019073486,6.559999942779541,15574600,2024-12-03,5.865751266479492
2024-12-04,5.910734176635742,6.570000171661377,6.599999904632568,6.53000020980835,6.550000190734863,14826600,2024-12-04,5.910734176635742
2024-12-05,5.919730186462402,6.579999923706055,6.630000114440918,6.559999942779541,6.570000171661377,6401100,2024-12-05,5.919730186462402
2024-12-06,5.856754779815674,6.510000228881836,6.599999904632568,6.510000228881836,6.579999923706055,6420900,2024-12-06,5.856754779815674
2024-12-09,5.910734176635742,6.570000171661377,6.590000152587891,6.480000019073486,6.519999980926514,4095200,2024-12-09,5.910734176635742
2024-12-10,5.928727149963379,6.590000152587891,6.599999904632568,6.550000190734863,6.570000171661377,8099700,2024-12-10,5.928727149963379
2024-12-11,5.928727149963379,6.590000152587891,6.619999885559082,6.550000190734863,6.599999904632568,4012900,2024-12-11,5.928727149963379
2024-12-12,5.901736736297607,6.559999942779541,6.579999923706055,6.53000020980835,6.570000171661377,4554600,2024-12-12,5.901736736297607
2024-12-13,5.8927412033081055,6.550000190734863,6.579999923706055,6.539999961853027,6.559999942779541,5970400,2024-12-13,5.8927412033081055
2024-12-16,5.883744239807129,6.539999961853027,6.559999942779541,6.5,6.550000190734863,5376500,2024-12-16,5.883744239807129
2024-12-17,5.811771869659424,6.460000038146973,6.539999961853027,6.440000057220459,6.539999961853027,4264500,2024-12-17,5.811771869659424
2024-12-18,5.8297648429870605,6.480000019073486,6.5,6.420000076293945,6.460000038146973,2827700,2024-12-18,5.8297648429870605
2024-12-19,5.7577924728393555,6.400000095367432,6.449999809265137,6.400000095367432,6.440000057220459,4292700,2024-12-19,5.7577924728393555
2024-12-20,5.667827129364014,6.300000190734863,6.409999847412109,6.28000020980835,6.400000095367432,7712000,2024-12-20,5.667827129364014
2024-12-23,5.721806526184082,6.360000133514404,6.380000114440918,6.300000190734863,6.300000190734863,3831200,2024-12-23,5.721806526184082
2024-12-24,5.775785446166992,6.420000076293945,6.429999828338623,6.349999904632568,6.360000133514404,2825700,2024-12-24,5.775785446166992
2024-12-26,5.7847819328308105,6.429999828338623,6.440000057220459,6.400000095367432,6.420000076293945,1414500,2024-12-26,5.7847819328308105
2024-12-27,5.811771869659424,6.460000038146973,6.5,6.420000076293945,6.429999828338623,1874600,2024-12-27,5.811771869659424
2024-12-30,5.811771869659424,6.460000038146973,6.480000019073486,6.420000076293945,6.480000019073486,3820300,2024-12-30,5.811771869659424
2024-12-31,5.8297648429870605,6.480000019073486,6.5,6.440000057220459,6.46999979019165,1933200,2024-12-31,5.8297648429870605
2025-01-02,5.8027753829956055,6.449999809265137,6.489999771118164,6.400000095367432,6.480000019073486,2979100,2025-01-02,5.8027753829956055
2025-01-03,5.7847819328308105,6.429999828338623,6.460000038146973,6.409999847412109,6.449999809265137,5490500,2025-01-03,5.7847819328308105
2025-01-06,5.775785446166992,6.420000076293945,6.460000038146973,6.369999885559082,6.429999828338623,4508200,2025-01-06,5.775785446166992
2025-01-07,5.7847819328308105,6.429999828338623,6.429999828338623,6.389999866485596,6.389999866485596,6732700,2025-01-07,5.7847819328308105
2025-01-08,5.7847819328308105,6.429999828338623,6.449999809265137,6.420000076293945,6.440000057220459,2643600,2025-01-08,5.7847819328308105
2025-01-09,5.712809085845947,6.349999904632568,6.440000057220459,6.349999904632568,6.420000076293945,3675600,2025-01-09,5.712809085845947
2025-01-10,5.7577924728393555,6.400000095367432,6.429999828338623,6.349999904632568,6.349999904632568,4286600,2025-01-10,5.7577924728393555
2025-01-13,5.649834156036377,6.28000020980835,6.400000095367432,6.269999980926514,6.400000095367432,7363200,2025-01-13,5.649834156036377
2025-01-14,5.6408371925354,6.269999980926514,6.349999904632568,6.269999980926514,6.300000190734863,4628200,2025-01-14,5.6408371925354
2025-01-15,5.730802536010742,6.369999885559082,6.369999885559082,6.289999961853027,6.300000190734863,6790600,2025-01-15,5.730802536010742
2025-01-16,5.712809085845947,6.349999904632568,6.369999885559082,6.320000171661377,6.369999885559082,5251400,2025-01-16,5.712809085845947
2025-01-17,5.712809085845947,6.349999904632568,6.369999885559082,6.300000190734863,6.349999904632568,3607600,2025-01-17,5.712809085845947
2025-01-20,5.721806526184082,6.360000133514404,6.360000133514404,6.309999942779541,6.349999904632568,1865300,2025-01-20,5.721806526184082
2025-01-21,5.730802536010742,6.369999885559082,6.389999866485596,6.349999904632568,6.380000114440918,2131700,2025-01-21,5.730802536010742
2025-01-22,5.730802536010742,6.369999885559082,6.389999866485596,6.360000133514404,6.369999885559082,1623800,2025-01-22,5.730802536010742
2025-01-23,5.730802536010742,6.369999885559082,6.400000095367432,6.369999885559082,6.389999866485596,2962500,2025-01-23,5.730802536010742
2025-01-24,5.739799499511719,6.380000114440918,6.389999866485596,6.320000171661377,6.380000114440918,3202900,2025-01-24,5.739799499511719
2025-01-27,5.739799499511719,6.380000114440918,6.389999866485596,6.349999904632568,6.380000114440918,2541400,2025-01-27,5.739799499511719
2025-01-28,5.739799499511719,6.380000114440918,6.389999866485596,6.360000133514404,6.389999866485596,2099400,2025-01-28,5.739799499511719
2025-01-31,5.7847819328308105,6.429999828338623,6.449999809265137,6.369999885559082,6.380000114440918,5059200,2025-01-31,5.7847819328308105
2025-02-03,5.775785446166992,6.420000076293945,6.429999828338623,6.400000095367432,6.429999828338623,4070500,2025-02-03,5.775785446166992
2025-02-04,5.793778419494629,6.440000057220459,6.449999809265137,6.420000076293945,6.440000057220459,1800800,2025-02-04,5.793778419494629
2025-02-05,5.8027753829956055,6.449999809265137,6.449999809265137,6.440000057220459,6.449999809265137,4704500,2025-02-05,5.8027753829956055
2025-02-06,5.820768356323242,6.46999979019165,6.480000019073486,6.449999809265137,6.449999809265137,5586900,2025-02-06,5.820768356323242
2025-02-07,5.8297648429870605,6.480000019073486,6.489999771118164,6.460000038146973,6.46999979019165,5014200,2025-02-07,5.8297648429870605
2025-02-10,5.8297648429870605,6.480000019073486,6.489999771118164,6.460000038146973,6.480000019073486,4809100,2025-02-10,5.8297648429870605
2025-02-12,5.919730186462402,6.579999923706055,6.599999904632568,6.46999979019165,6.480000019073486,11834200,2025-02-12,5.919730186462402
2025-02-13,5.883744239807129,6.539999961853027,6.599999904632568,6.539999961853027,6.579999923706055,3003000,2025-02-13,5.883744239807129
2025-02-14,5.8927412033081055,6.550000190734863,6.570000171661377,6.539999961853027,6.539999961853027,1919700,2025-02-14,5.8927412033081055
2025-02-17,5.910734176635742,6.570000171661377,6.570000171661377,6.539999961853027,6.550000190734863,2974800,2025-02-17,5.910734176635742
2025-02-18,5.919730186462402,6.579999923706055,6.610000133514404,6.559999942779541,6.579999923706055,6300900,2025-02-18,5.919730186462402
2025-02-19,6.036685466766357,6.710000038146973,6.710000038146973,6.570000171661377,6.590000152587891,5126600,2025-02-19,6.036685466766357
2025-02-20,5.991702556610107,6.659999847412109,6.699999809265137,6.659999847412109,6.699999809265137,5960700,2025-02-20,5.991702556610107
2025-02-21,6.000699043273926,6.670000076293945,6.699999809265137,6.639999866485596,6.659999847412109,2905200,2025-02-21,6.000699043273926
2025-02-24,6.000699043273926,6.670000076293945,6.690000057220459,6.659999847412109,6.670000076293945,2837000,2025-02-24,6.000699043273926
2025-02-25,5.883744239807129,6.539999961853027,6.690000057220459,6.539999961853027,6.670000076293945,2655000,2025-02-25,5.883744239807129
2025-02-26,5.973709583282471,6.639999866485596,6.699999809265137,6.539999961853027,6.539999961853027,4624700,2025-02-26,5.973709583282471
2025-02-27,6.081667900085449,6.760000228881836,6.800000190734863,6.639999866485596,6.670000076293945,4447100,2025-02-27,6.081667900085449
2025-02-28,6.216616153717041,6.909999847412109,6.909999847412109,6.800000190734863,6.800000190734863,13433700,2025-02-28,6.216616153717041
2025-03-03,6.216616153717041,6.909999847412109,6.949999809265137,6.889999866485596,6.889999866485596,6996300,2025-03-03,6.216616153717041
2025-03-04,6.171634197235107,6.860000133514404,6.909999847412109,6.840000152587891,6.909999847412109,4407700,2025-03-04,6.171634197235107
2025-03-05,6.243606090545654,6.940000057220459,7.0,6.860000133514404,6.860000133514404,10313200,2025-03-05,6.243606090545654
2025-03-06,6.216616153717041,6.909999847412109,6.96999979019165,6.900000095367432,6.909999847412109,7118800,2025-03-06,6.216616153717041
2025-03-07,6.189627170562744,6.880000114440918,6.909999847412109,6.849999904632568,6.909999847412109,4848700,2025-03-07,6.189627170562744
2025-03-10,6.225613117218018,6.920000076293945,6.949999809265137,6.860000133514404,6.909999847412109,4958900,2025-03-10,6.225613117218018
2025-03-11,6.171634197235107,6.860000133514404,6.920000076293945,6.840000152587891,6.900000095367432,12044300,2025-03-11,6.171634197235107
2025-03-12,6.117654323577881,6.800000190734863,6.880000114440918,6.730000019073486,6.849999904632568,13490000,2025-03-12,6.117654323577881
2025-03-13,6.144643783569336,6.829999923706055,6.880000114440918,6.789999961853027,6.840000152587891,8745200,2025-03-13,6.144643783569336
2025-03-14,6.162636756896973,6.849999904632568,6.909999847412109,6.800000190734863,6.800000190734863,13806900,2025-03-14,6.162636756896973
2025-03-17,6.297585487365723,7.0,7.0,6.889999866485596,6.889999866485596,12610300,2025-03-17,6.297585487365723
2025-03-19,6.288588523864746,6.989999771118164,7.0,6.949999809265137,7.0,10087900,2025-03-19,6.288588523864746
2025-03-20,6.225613117218018,6.920000076293945,7.039999961853027,6.900000095367432,6.989999771118164,10097700,2025-03-20,6.225613117218018
2025-03-21,6.3381242752075195,6.760000228881836,6.78000020980835,6.650000095367432,6.699999809265137,16240700,2025-03-21,6.3381242752075195
2025-03-24,6.2912445068359375,6.710000038146973,6.769999980926514,6.690000057220459,6.760000228881836,6817900,2025-03-24,6.2912445068359375
2025-03-25,6.347500324249268,6.769999980926514,6.800000190734863,6.710000038146973,6.710000038146973,11032300,2025-03-25,6.347500324249268
2025-03-26,6.3756279945373535,6.800000190734863,6.849999904632568,6.75,6.78000020980835,12287300,2025-03-26,6.3756279945373535
2025-03-27,6.460011005401611,6.889999866485596,6.889999866485596,6.760000228881836,6.769999980926514,18048700,2025-03-27,6.460011005401611
2025-03-28,6.413131237030029,6.840000152587891,6.929999828338623,6.75,6.889999866485596,17914400,2025-03-28,6.413131237030029
2025-04-02,6.469387054443359,6.900000095367432,6.900000095367432,6.769999980926514,6.849999904632568,14827300,2025-04-02,6.469387054443359
2025-04-03,6.469387054443359,6.900000095367432,6.920000076293945,6.840000152587891,6.849999904632568,4538400,2025-04-03,6.469387054443359
2025-04-04,6.3662519454956055,6.789999961853027,6.880000114440918,6.760000228881836,6.840000152587891,7496100,2025-04-04,6.3662519454956055
2025-04-07,6.0849738121032715,6.489999771118164,6.78000020980835,6.329999923706055,6.760000228881836,32116000,2025-04-07,6.0849738121032715
2025-04-08,6.075598239898682,6.480000019073486,6.519999980926514,6.429999828338623,6.489999771118164,15373300,2025-04-08,6.075598239898682
2025-04-09,5.841200351715088,6.230000019073486,6.449999809265137,6.070000171661377,6.449999809265137,21192300,2025-04-09,5.841200351715088
2025-04-10,6.0568461418151855,6.460000038146973,6.559999942779541,6.420000076293945,6.519999980926514,11881000,2025-04-10,6.0568461418151855
2025-04-11,6.075598239898682,6.480000019073486,6.489999771118164,6.340000152587891,6.420000076293945,13602500,2025-04-11,6.075598239898682
2025-04-14,6.1787333488464355,6.590000152587891,6.590000152587891,6.480000019073486,6.510000228881836,8035300,2025-04-14,6.1787333488464355
2025-04-15,6.225613117218018,6.639999866485596,6.659999847412109,6.550000190734863,6.590000152587891,8655300,2025-04-15,6.225613117218018
2025-04-16,6.15060567855835,6.559999942779541,6.690000057220459,6.489999771118164,6.650000095367432,5752500,2025-04-16,6.15060567855835
2025-04-17,6.15060567855835,6.559999942779541,6.590000152587891,6.5,6.5,2652000,2025-04-17,6.15060567855835
2025-04-18,6.188109397888184,6.599999904632568,6.610000133514404,6.550000190734863,6.550000190734863,2624800,2025-04-18,6.188109397888184
2025-04-21,6.159981727600098,6.570000171661377,6.619999885559082,6.550000190734863,6.599999904632568,1694200,2025-04-21,6.159981727600098
2025-04-22,6.094350337982178,6.5,6.570000171661377,6.449999809265137,6.570000171661377,3519900,2025-04-22,6.094350337982178
2025-04-23,6.094350337982178,6.5,6.559999942779541,6.460000038146973,6.559999942779541,6015300,2025-04-23,6.094350337982178
2025-04-24,6.1318535804748535,6.539999961853027,6.559999942779541,6.480000019073486,6.480000019073486,8109400,2025-04-24,6.1318535804748535
2025-04-25,6.113101959228516,6.519999980926514,6.579999923706055,6.5,6.579999923706055,8087600,2025-04-25,6.113101959228516
2025-04-28,6.225613117218018,6.639999866485596,6.639999866485596,6.53000020980835,6.539999961853027,7008600,2025-04-28,6.225613117218018
2025-04-29,6.159981727600098,6.570000171661377,6.659999847412109,6.570000171661377,6.650000095367432,4338000,2025-04-29,6.159981727600098
2025-04-30,6.234988689422607,6.650000095367432,6.650000095367432,6.579999923706055,6.599999904632568,10088400,2025-04-30,6.234988689422607
2025-05-02,6.225613117218018,6.639999866485596,6.679999828338623,6.610000133514404,6.679999828338623,3108400,2025-05-02,6.225613117218018
2025-05-05,6.309996128082275,6.730000019073486,6.730000019073486,6.619999885559082,6.630000114440918,3360600,2025-05-05,6.309996128082275
2025-05-06,6.263116836547852,6.679999828338623,6.730000019073486,6.619999885559082,6.730000019073486,3339900,2025-05-06,6.263116836547852
2025-05-07,6.3287482261657715,6.75,6.769999980926514,6.690000057220459,6.699999809265137,9121400,2025-05-07,6.3287482261657715
2025-05-08,6.2537407875061035,6.670000076293945,6.800000190734863,6.670000076293945,6.769999980926514,6628900,2025-05-08,6.2537407875061035
2025-05-09,6.2537407875061035,6.670000076293945,6.71999979019165,6.659999847412109,6.71999979019165,4246700,2025-05-09,6.2537407875061035
2025-05-13,6.39438009262085,6.820000171661377,6.820000171661377,6.699999809265137,6.699999809265137,14279200,2025-05-13,6.39438009262085
2025-05-14,6.356875896453857,6.78000020980835,6.840000152587891,6.769999980926514,6.829999923706055,3973300,2025-05-14,6.356875896453857
2025-05-15,6.2724928855896,6.690000057220459,6.800000190734863,6.679999828338623,6.789999961853027,6738100,2025-05-15,6.2724928855896
2025-05-16,6.2818684577941895,6.699999809265137,6.75,6.670000076293945,6.670000076293945,6632500,2025-05-16,6.2818684577941895
2025-05-19,6.234988689422607,6.650000095367432,6.71999979019165,6.639999866485596,6.699999809265137,4004500,2025-05-19,6.234988689422607
2025-05-20,6.2912445068359375,6.710000038146973,6.71999979019165,6.650000095367432,6.650000095367432,8351100,2025-05-20,6.2912445068359375
2025-05-21,6.2912445068359375,6.710000038146973,6.75,6.699999809265137,6.71999979019165,9047900,2025-05-21,6.2912445068359375
2025-05-22,6.2912445068359375,6.710000038146973,6.730000019073486,6.679999828338623,6.710000038146973,8673400,2025-05-22,6.2912445068359375
2025-05-23,6.3662519454956055,6.789999961853027,6.789999961853027,6.71999979019165,6.739999771118164,4839400,2025-05-23,6.3662519454956055
2025-05-26,6.4506354331970215,6.880000114440918,6.929999828338623,6.78000020980835,6.820000171661377,5327000,2025-05-26,6.4506354331970215
2025-05-27,6.422507286071777,6.849999904632568,6.900000095367432,6.820000171661377,6.880000114440918,9908500,2025-05-27,6.422507286071777
2025-05-28,6.2537407875061035,6.670000076293945,6.880000114440918,6.619999885559082,6.860000133514404,9963200,2025-05-28,6.2537407875061035
2025-05-29,6.113101959228516,6.519999980926514,6.690000057220459,6.5,6.679999828338623,15500600,2025-05-29,6.113101959228516
2025-05-30,6.0287184715271,6.429999828338623,6.570000171661377,6.429999828338623,6.53000020980835,32828300,2025-05-30,6.0287184715271
2025-06-03,6.075598239898682,6.480000019073486,6.539999961853027,6.449999809265137,6.449999809265137,9090300,2025-06-03,6.075598239898682
2025-06-04,6.0099663734436035,6.409999847412109,6.539999961853027,6.360000133514404,6.539999961853027,12377200,2025-06-04,6.0099663734436035
2025-06-05,6.000590801239014,6.400000095367432,6.449999809265137,6.380000114440918,6.449999809265137,8388700,2025-06-05,6.000590801239014
2025-06-06,5.953711032867432,6.349999904632568,6.409999847412109,6.349999904632568,6.400000095367432,5824400,2025-06-06,5.953711032867432
2025-06-09,5.96308708190918,6.360000133514404,6.409999847412109,6.360000133514404,6.369999885559082,2677100,2025-06-09,5.96308708190918
2025-06-10,5.981839179992676,6.380000114440918,6.400000095367432,6.360000133514404,6.380000114440918,5473900,2025-06-10,5.981839179992676
2025-06-11,5.981839179992676,6.380000114440918,6.409999847412109,6.349999904632568,6.369999885559082,11334700,2025-06-11,5.981839179992676
2025-06-12,5.991215229034424,6.389999866485596,6.389999866485596,6.360000133514404,6.380000114440918,9988500,2025-06-12,5.991215229034424
2025-06-13,5.96308708190918,6.360000133514404,6.389999866485596,6.340000152587891,6.380000114440918,5609400,2025-06-13,5.96308708190918
2025-06-16,5.925583839416504,6.320000171661377,6.360000133514404,6.28000020980835,6.340000152587891,7009100,2025-06-16,5.925583839416504
2025-06-17,5.89745569229126,6.289999961853027,6.329999923706055,6.25,6.320000171661377,7402200,2025-06-17,5.89745569229126
2025-06-18,5.89745569229126,6.289999961853027,6.320000171661377,6.28000020980835,6.289999961853027,11784500,2025-06-18,5.89745569229126
2025-06-19,5.850575923919678,6.239999771118164,6.300000190734863,6.239999771118164,6.300000190734863,4314600,2025-06-19,5.850575923919678
2025-06-20,5.906831741333008,6.300000190734863,6.349999904632568,6.239999771118164,6.25,7881600,2025-06-20,5.906831741333008
2025-06-23,5.906831741333008,6.300000190734863,6.340000152587891,6.239999771118164,6.28000020980835,6349800,2025-06-23,5.906831741333008
2025-06-24,5.944335460662842,6.340000152587891,6.360000133514404,6.300000190734863,6.309999942779541,7079400,2025-06-24,5.944335460662842
2025-06-25,5.888079643249512,6.28000020980835,6.420000076293945,6.28000020980835,6.380000114440918,8055000,2025-06-25,5.888079643249512
2025-06-26,5.916207790374756,6.309999942779541,6.320000171661377,6.289999961853027,6.300000190734863,8830900,2025-06-26,5.916207790374756
2025-06-30,5.906831741333008,6.300000190734863,6.349999904632568,6.28000020980835,6.329999923706055,6014000,2025-06-30,5.906831741333008
2025-07-01,5.981839179992676,6.380000114440918,6.380000114440918,6.300000190734863,6.309999942779541,2543800,2025-07-01,5.981839179992676
2025-07-02,5.944335460662842,6.340000152587891,6.420000076293945,6.320000171661377,6.380000114440918,6683400,2025-07-02,5.944335460662842
2025-07-03,5.972463130950928,6.369999885559082,6.400000095367432,6.340000152587891,6.340000152587891,3640600,2025-07-03,5.972463130950928
2025-07-04,6.01934289932251,6.420000076293945,6.420000076293945,6.380000114440918,6.380000114440918,2577300,2025-07-04,6.01934289932251
2025-07-07,5.981839179992676,6.380000114440918,6.420000076293945,6.380000114440918,6.420000076293945,4842600,2025-07-07,5.981839179992676
2025-07-08,5.906831741333008,6.300000190734863,6.400000095367432,6.289999961853027,6.380000114440918,4914800,2025-07-08,5.906831741333008
2025-07-09,5.916207790374756,6.309999942779541,6.340000152587891,6.28000020980835,6.309999942779541,5257500,2025-07-09,5.916207790374756
2025-07-10,5.953711032867432,6.349999904632568,6.380000114440918,6.289999961853027,6.320000171661377,3328000,2025-07-10,5.953711032867432
2025-07-11,6.0099663734436035,6.409999847412109,6.420000076293945,6.320000171661377,6.360000133514404,6745900,2025-07-11,6.0099663734436035
2025-07-14,5.916207790374756,6.309999942779541,6.409999847412109,6.309999942779541,6.389999866485596,6481200,2025-07-14,5.916207790374756
2025-07-15,5.906831741333008,6.300000190734863,6.360000133514404,6.300000190734863,6.309999942779541,4448600,2025-07-15,5.906831741333008
2025-07-16,5.76619291305542,6.150000095367432,6.320000171661377,6.110000133514404,6.300000190734863,14669400,2025-07-16,5.76619291305542
2025-07-17,5.794320583343506,6.179999828338623,6.25,6.150000095367432,6.150000095367432,7188000,2025-07-17,5.794320583343506
2025-07-18,5.813072681427002,6.199999809265137,6.25,6.179999828338623,6.179999828338623,6453400,2025-07-18,5.813072681427002
2025-07-21,5.794320583343506,6.179999828338623,6.230000019073486,6.170000076293945,6.210000038146973,3145600,2025-07-21,5.794320583343506
2025-07-22,5.756816864013672,6.139999866485596,6.199999809265137,6.119999885559082,6.179999828338623,8059600,2025-07-22,5.756816864013672
2025-07-23,5.859951972961426,6.25,6.25,6.119999885559082,6.139999866485596,5705400,2025-07-23,5.859951972961426
2025-07-24,5.859951972961426,6.25,6.260000228881836,6.179999828338623,6.25,3473200,2025-07-24,5.859951972961426
2025-07-25,5.831823825836182,6.21999979019165,6.260000228881836,6.21999979019165,6.239999771118164,2807700,2025-07-25,5.831823825836182
2025-07-28,5.888079643249512,6.28000020980835,6.320000171661377,6.230000019073486,6.25,6685700,2025-07-28,5.888079643249512
2025-07-29,5.822448253631592,6.210000038146973,6.309999942779541,6.210000038146973,6.28000020980835,4354900,2025-07-29,5.822448253631592
2025-07-30,5.813072681427002,6.199999809265137,6.230000019073486,6.170000076293945,6.210000038146973,5839700,2025-07-30,5.813072681427002
2025-07-31,5.747441291809082,6.130000114440918,6.230000019073486,6.130000114440918,6.199999809265137,18300000,2025-07-31,5.747441291809082
2025-08-01,5.803696632385254,6.190000057220459,6.230000019073486,6.139999866485596,6.139999866485596,8720600,2025-08-01,5.803696632385254
2025-08-04,5.803696632385254,6.190000057220459,6.230000019073486,6.170000076293945,6.190000057220459,7363400,2025-08-04,5.803696632385254
2025-08-05,5.813072681427002,6.199999809265137,6.25,6.170000076293945,6.199999809265137,10261500,2025-08-05,5.813072681427002
2025-08-06,5.869328498840332,6.260000228881836,6.28000020980835,6.199999809265137,6.199999809265137,12993400,2025-08-06,5.869328498840332
2025-08-07,5.869328498840332,6.260000228881836,6.28000020980835,6.25,6.260000228881836,5081300,2025-08-07,5.869328498840332
2025-08-08,5.944335460662842,6.340000152587891,6.340000152587891,6.260000228881836,6.260000228881836,5190000,2025-08-08,5.944335460662842
2025-08-11,6.000590801239014,6.400000095367432,6.420000076293945,6.340000152587891,6.340000152587891,6052500,2025-08-11,6.000590801239014
